t,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
7.233261,2.035969875,2.036067081,2.036212223,2.036335794,0.444877598,0.43885193,0.439823451,0.444877598,0.441806973,0.441806973
7.266594,2.035541107,2.035555088,2.035681189,2.035779326,0.442654924,0.436589574,0.437764561,0.442654924,0.439501208,0.439501208
7.299927,2.033392202,2.033407116,2.033488875,2.033618571,0.438607984,0.432574326,0.433801777,0.438607984,0.43544042,0.43544042
7.33326,2.030114649,2.030179631,2.030319979,2.030399608,0.433663559,0.427748945,0.429040312,0.433663559,0.430559645,0.430559645
7.366593,2.02597157,2.025999267,2.026168244,2.026222839,0.427568116,0.421826873,0.422890806,0.427568116,0.424627454,0.424627454
7.399926,2.020428599,2.020594115,2.020603835,2.020732333,0.420415132,0.41473887,0.415517312,0.420415132,0.417500036,0.417500036
7.433259,2.013046184,2.013179342,2.013366429,2.013436603,0.412818731,0.40723568,0.407854599,0.412818731,0.409962491,0.409962491
7.466592,2.007704682,2.007782978,2.007935578,2.007972862,0.405023392,0.399441939,0.399984958,0.405023392,0.402252906,0.402252906
7.499925,2.000521603,2.000741048,2.000905898,2.000997777,0.397026718,0.391509714,0.391702527,0.397026718,0.394270879,0.394270879
7.533258,1.993224409,1.993488594,1.993492456,1.993687133,0.388767723,0.383316765,0.383221957,0.388767723,0.385997237,0.385997237
7.566591,1.985636131,1.985826014,1.985990065,1.9859384,0.380485559,0.375099848,0.374734995,0.380485559,0.377665804,0.377665804
7.599924,1.977427203,1.977570481,1.97768806,1.977700177,0.372072899,0.366853103,0.366172133,0.372072899,0.369161531,0.369161531
7.633257,1.969302165,1.969367679,1.969511223,1.969602703,0.364050126,0.358934726,0.358423932,0.364050126,0.361092153,0.361092153
7.66659,1.961021332,1.961064475,1.96114144,1.961228659,0.356223096,0.351205434,0.350594505,0.356223096,0.353259264,0.353259264
7.699923,1.952405739,1.952399081,1.952501613,1.952532639,0.348601928,0.343652709,0.343137654,0.348601928,0.345595485,0.345595485
7.733256,1.944431836,1.944394285,1.9444843,1.944645554,0.34175281,0.336836082,0.336333011,0.34175281,0.338755422,0.338755422
7.766589,1.936512127,1.936567121,1.93664635,1.9367863,0.33548506,0.330652488,0.3301116,0.33548506,0.332474357,0.332474357
7.799922,1.928504934,1.928553537,1.928721183,1.928784832,0.329501204,0.324589269,0.324221753,0.329501204,0.326398088,0.326398088
7.833255,1.920563388,1.920667251,1.920800143,1.920927175,0.323978607,0.318945498,0.318686639,0.323978607,0.320795596,0.320795596
7.866588,1.912861259,1.912968984,1.913081769,1.913189094,0.31884776,0.313751802,0.313481491,0.31884776,0.31569298,0.31569298
7.899921,1.905351145,1.905545023,1.905654479,1.905760739,0.314194419,0.309016435,0.30896477,0.314194419,0.310947493,0.310947493
7.933254,1.898057546,1.89826181,1.898453025,1.898488578,0.310015919,0.304761503,0.304882144,0.310015919,0.306700816,0.306700816
7.966587,1.890549029,1.890742641,1.890823601,1.890908822,0.305487214,0.300051436,0.300440257,0.305487214,0.302087422,0.302087422
7.99992,1.88294384,1.883021605,1.883176734,1.883207094,0.301025087,0.295537111,0.296028198,0.301025087,0.297585082,0.297585082
8.033253,1.875562623,1.875615487,1.875720815,1.875783532,0.296807173,0.291257412,0.292008956,0.296807173,0.293352787,0.293352787
8.066586,1.86801083,1.868062096,1.868219755,1.868214962,0.292539191,0.287029643,0.288006757,0.292539191,0.289053379,0.289053379
8.099919,1.860114558,1.860144119,1.860236664,1.860340127,0.28786561,0.282319577,0.283194159,0.28786561,0.284361689,0.284361689
8.133252,1.852567559,1.852557971,1.852669824,1.85285265,0.283365134,0.277827623,0.278835097,0.283365134,0.279841239,0.279841239
8.166585,1.844887135,1.844915365,1.845045993,1.845181148,0.278640952,0.273144987,0.274400401,0.278640952,0.27518337,0.27518337
8.199918,1.837320828,1.83745332,1.837576358,1.837678224,0.27391757,0.268424534,0.269655713,0.27391757,0.270428296,0.270428296
8.233251,1.830027229,1.830136685,1.830126964,1.830278099,0.269120418,0.263646556,0.264908895,0.269120418,0.26566683,0.26566683
8.266584,1.823073049,1.823226448,1.823266928,1.823314332,0.264563749,0.259196148,0.260624934,0.264563749,0.261184464,0.261184464
8.299917,1.816070134,1.816253493,1.816394374,1.816430993,0.25976926,0.254475428,0.255787568,0.25976926,0.256423531,0.256423531
8.33325,1.809229805,1.80938813,1.809517826,1.809576948,0.254850135,0.24955364,0.250864981,0.254850135,0.25154675,0.25154675
8.366583,1.802788018,1.802872174,1.803031697,1.803144881,0.249991198,0.244753825,0.246107244,0.249991198,0.246797002,0.246797002
8.399916,1.796818942,1.797015882,1.797076603,1.797120278,0.245250505,0.240097288,0.241404101,0.245250505,0.242143927,0.242143927
8.433249,1.791634033,1.791797418,1.791909671,1.792027649,0.241155362,0.236017059,0.23729218,0.241155362,0.238057839,0.238057839
8.466582,1.787099203,1.787231029,1.78734954,1.787380832,0.237255163,0.232203412,0.233097169,0.237255163,0.234322223,0.234322223
8.499915,1.78335067,1.783402469,1.783546679,1.783577838,0.233381062,0.228364998,0.228984449,0.233381062,0.230517099,0.230517099
8.533248,1.779625307,1.779643017,1.779793486,1.779855271,0.230433475,0.22542327,0.225438717,0.230433475,0.227701072,0.227701072
8.566581,1.776792636,1.776827523,1.776990775,1.777081589,0.227855269,0.222857315,0.222841868,0.227855269,0.225166009,0.225166009
8.599914,1.7746171,1.774624956,1.77471324,1.774804986,0.225328995,0.220268456,0.219881765,0.225328995,0.222643729,0.222643729
8.633247,1.77301148,1.772936112,1.773030522,1.773173134,0.223261583,0.218296918,0.217635388,0.223261583,0.220636238,0.220636238
8.66658,1.772062596,1.772071917,1.772187232,1.772260735,0.221786191,0.216806346,0.215962124,0.221786191,0.219122764,0.219122764
8.699913,1.771969119,1.771916921,1.772159135,1.77223144,0.220944899,0.215937623,0.215255854,0.220944899,0.218323017,0.218323017
8.733246,1.772523722,1.772565933,1.77265222,1.772869001,0.220584573,0.215573835,0.214838803,0.220584573,0.217949642,0.217949642
8.766579,1.773980338,1.773955837,1.774131739,1.774151579,0.220892967,0.215865718,0.215286747,0.220892967,0.218306239,0.218306239
8.799912,1.77515639,1.775204593,1.7753259,1.775462787,0.220938774,0.215843081,0.215191139,0.220938774,0.218295586,0.218295586
8.833245,1.777414884,1.777496243,1.777648976,1.777627803,0.221892718,0.216835908,0.21628996,0.221892718,0.219270037,0.219270037
8.866578,1.780067525,1.780173919,1.780257409,1.78029962,0.223212314,0.218205039,0.217757894,0.223212314,0.220657544,0.220657544
8.899911,1.78331525,1.783353333,1.783513656,1.783513656,0.224800091,0.219793614,0.219438082,0.224800091,0.222226412,0.222226412
8.933244,1.787042744,1.787054462,1.787272308,1.787267514,0.227046201,0.222078873,0.22180004,0.227046201,0.224498887,0.224498887
8.966577,1.791565324,1.791664527,1.791769588,1.791845621,0.229860896,0.224977191,0.224760676,0.229860896,0.227344475,0.227344475
8.99991,1.796345032,1.796488577,1.796634917,1.796598032,0.233107023,0.228208937,0.228086698,0.233107023,0.230615103,0.230615103
9.033243,1.801315689,1.801463495,1.80170238,1.801645655,0.236363536,0.236541435,0.23142497,0.236363536,0.233952044,0.233952044
9.066576,1.806628296,1.806763451,1.806998742,1.806951338,0.239931639,0.235059386,0.235068441,0.239931639,0.23746715,0.23746715
9.099909,1.812452629,1.8126019,1.812766616,1.812839054,0.244113069,0.23920433,0.239095407,0.244113069,0.241626741,0.241626741
9.133242,1.818593346,1.818738222,1.818878438,1.818916787,0.248739778,0.243863264,0.243732237,0.248739778,0.246281947,0.246281947
9.166575,1.825008369,1.82513114,1.825256575,1.82540225,0.25360058,0.248603425,0.248675863,0.25360058,0.251065783,0.251065783
9.199908,1.83150515,1.831644833,1.831723529,1.831817406,0.258613182,0.253588862,0.253717493,0.258613182,0.256106082,0.256106082
9.233241,1.838108014,1.838245167,1.838369403,1.838419604,0.263873546,0.258804752,0.259148832,0.263873546,0.261299868,0.261299868
9.266574,1.844617135,1.844787977,1.844973999,1.844948432,0.269195963,0.264092014,0.264453405,0.269195963,0.266585532,0.266585532
9.299907,1.851269401,1.851423731,1.85151814,1.851737185,0.274654999,0.269520691,0.269887142,0.274654999,0.272048031,0.272048031
9.33324,1.857776169,1.857935426,1.858118518,1.858222248,0.28023805,0.274997482,0.275532511,0.28023805,0.27751337,0.27751337
9.366573,1.864720628,1.864909712,1.864990939,1.865096799,0.286092477,0.28078746,0.281367763,0.286092477,0.283381912,0.283381912
9.399906,1.8715535,1.871772678,1.871802373,1.871935664,0.292026266,0.286636827,0.287245626,0.292026266,0.289206778,0.289206778
9.433239,1.877946552,1.878085302,1.878292629,1.878336838,0.297683886,0.292244113,0.293217498,0.297683886,0.294888898,0.294888898
9.466572,1.884155312,1.884289269,1.884436542,1.884550392,0.303198493,0.297722501,0.29869562,0.303198493,0.300371281,0.300371281
9.499905,1.889837832,1.890084041,1.890209476,1.890243165,0.308466892,0.302945626,0.303763749,0.308466892,0.305623967,0.305623967
9.533238,1.895389591,1.895607038,1.895689862,1.895781076,0.313518642,0.30794651,0.308567559,0.313518642,0.310627248,0.310627248
9.566571,1.900803265,1.90097677,1.901195149,1.901144149,0.318508207,0.312955783,0.313473235,0.318508207,0.315612286,0.315612286
9.599904,1.905764867,1.906054086,1.90616301,1.906231852,0.323172335,0.317567446,0.318105937,0.323172335,0.320176012,0.320176012
9.633237,1.91056668,1.910705697,1.910808495,1.910876672,0.327520078,0.321899743,0.322282706,0.327520078,0.3245408,0.3245408
9.66657,1.91482574,1.914999911,1.915157037,1.915276347,0.331551971,0.325932168,0.32627758,0.331551971,0.328554317,0.328554317
9.699903,1.918632329,1.918770814,1.919022616,1.919100114,0.335289318,0.329691087,0.330154477,0.335289318,0.3322645,0.3322645
9.733236,1.922199367,1.922383658,1.922430663,1.922492182,0.338800829,0.333199136,0.333830838,0.338800829,0.335785598,0.335785598
9.766569,1.925108072,1.925292096,1.925440568,1.925557747,0.341634566,0.336026481,0.336559912,0.341634566,0.338632384,0.338632384
9.799902,1.927595198,1.927796933,1.927934751,1.928016111,0.344056178,0.338481649,0.339209758,0.344056178,0.341056127,0.341056127
9.833235,1.929778458,1.929962482,1.930079262,1.930167545,0.346105481,0.340518169,0.341250804,0.346105481,0.343006094,0.343006094
9.866568,1.931674628,1.931769437,1.931878227,1.93196478,0.347818559,0.342240568,0.342994509,0.347818559,0.344852064,0.344852064
9.899901,1.932745086,1.932898883,1.933040963,1.933157077,0.348926034,0.343392518,0.344325956,0.348926034,0.345920125,0.345920125
9.933234,1.933635247,1.933709949,1.933924467,1.934017544,0.349776249,0.344287207,0.345302404,0.349776249,0.346780192,0.346780192
9.966567,1.93419531,1.934257495,1.934439123,1.934516487,0.350084909,0.344662447,0.345739429,0.350084909,0.347195912,0.347195912
9.9999,1.934088784,1.934211289,1.934373875,1.9344057,0.349845091,0.344460979,0.345475643,0.349845091,0.346988318,0.346988318
10.033233,1.933198888,1.933274522,1.933551624,1.933633117,0.349054399,0.343658568,0.344688413,0.349054399,0.346201088,0.346201088
10.066566,1.932195676,1.932272242,1.932419381,1.932492485,0.347778478,0.342534714,0.343277203,0.347778478,0.345014916,0.345014916
10.099899,1.930834135,1.930843722,1.930979543,1.931051582,0.346264471,0.341009788,0.341959471,0.346264471,0.34351023,0.34351023
10.133232,1.928929175,1.928941559,1.929125584,1.92921946,0.344228351,0.339048769,0.339725212,0.344228351,0.341573446,0.341573446
10.166565,1.926213417,1.926244842,1.926420611,1.926457229,0.341453338,0.3363414,0.337094009,0.341453338,0.338926264,0.338926264
10.199898,1.923249319,1.923256243,1.923367829,1.923400187,0.338422927,0.333377035,0.334082507,0.338422927,0.335954443,0.335954443
10.233231,1.919924495,1.919960581,1.920003458,1.920082554,0.335270143,0.330198419,0.330861546,0.335270143,0.332781419,0.332781419
10.266564,1.916047998,1.915987544,1.916205391,1.916249732,0.331560626,0.326469461,0.327046568,0.331560626,0.329084952,0.329084952
10.299897,1.911684808,1.911671758,1.911874159,1.911892268,0.327428732,0.322371655,0.322767135,0.327428732,0.325002059,0.325002059
10.33323,1.90702108,1.907000441,1.90716276,1.907286065,0.322943835,0.317878237,0.318337632,0.322943835,0.320553116,0.320553116
10.366563,1.902243902,1.902303557,1.902381188,1.902471868,0.318514732,0.313400398,0.313796143,0.318514732,0.316092321,0.316092321
10.399896,1.896951269,1.896982294,1.897206,1.89727431,0.313787621,0.308633073,0.309009644,0.313787621,0.311343372,0.311343372
10.433229,1.89140417,1.891490191,1.891633735,1.891688862,0.308937073,0.303723136,0.304098908,0.308937073,0.306478176,0.306478176
10.466562,1.885723648,1.885788096,1.885978512,1.886004079,0.3041306,0.298933174,0.299122525,0.3041306,0.301720971,0.301720971
10.499895,1.880087733,1.880144991,1.880332211,1.880286139,0.299451292,0.294220311,0.29426958,0.299451292,0.297004114,0.297004114
10.533228,1.874363801,1.874532912,1.874687908,1.87474703,0.294630971,0.289420763,0.289412507,0.294630971,0.292152633,0.292152633
10.566561,1.868781815,1.86888701,1.869133885,1.869180757,0.28991611,0.284653438,0.284322141,0.28991611,0.287424191,0.287424191
10.599894,1.863122465,1.863253226,1.86338665,1.863495041,0.285481281,0.280162416,0.279836712,0.285481281,0.282984035,0.282984035
10.633227,1.85743888,1.857657525,1.857758725,1.85791239,0.280966824,0.275628784,0.275045818,0.280966824,0.278408858,0.278408858
10.66656,1.852066085,1.852226141,1.852364093,1.852474082,0.276836394,0.271527383,0.271075711,0.276836394,0.274246204,0.274246204
10.699893,1.847015667,1.847161075,1.847320865,1.84744843,0.273054439,0.26781174,0.267361133,0.273054439,0.270524969,0.270524969
10.733226,1.842196543,1.842383497,1.842488959,1.842593621,0.269730681,0.264441643,0.263913006,0.269730681,0.267158866,0.267158866
10.766559,1.837751461,1.837932823,1.838069975,1.838091813,0.266394539,0.261141986,0.260851702,0.266394539,0.263840568,0.263840568
10.799892,1.833907987,1.833999866,1.834142878,1.834242747,0.263875721,0.258531822,0.258157116,0.263875721,0.261275145,0.261275145
10.833225,1.830324038,1.830464387,1.830599942,1.830721648,0.261474748,0.256181982,0.255883442,0.261474748,0.258849937,0.258849937
10.866558,1.827041026,1.827162466,1.827363003,1.827382976,0.259552878,0.254227888,0.254060109,0.259552878,0.256900902,0.256900902
10.899891,1.824205692,1.824378265,1.824442713,1.824496509,0.257846191,0.25249883,0.25236008,0.257846191,0.255197411,0.255197411
10.933224,1.821901525,1.822067174,1.822120437,1.822224833,0.256688249,0.251399211,0.251219714,0.256688249,0.254121228,0.254121228
10.966557,1.820326265,1.820332124,1.820573673,1.820629599,0.25613005,0.250805593,0.250650863,0.25613005,0.253513761,0.253513761
10.99989,1.819016922,1.819078974,1.819209469,1.819269656,0.255787168,0.250446199,0.250405719,0.255787168,0.253190853,0.253190853
11.033223,1.818160982,1.818215044,1.818347137,1.818400933,0.255823387,0.250529023,0.250473363,0.255823387,0.253151438,0.253151438
11.066556,1.817735675,1.817769497,1.817889073,1.817963908,0.25615282,0.250820906,0.250892012,0.25615282,0.253505372,0.253505372
11.099889,1.817763372,1.817770829,1.817940739,1.818062179,0.256830595,0.251538628,0.251553541,0.256830595,0.254178619,0.254178619
11.133222,1.818687489,1.818726904,1.818781499,1.818841952,0.258257517,0.252945842,0.253047042,0.258257517,0.255619656,0.255619656
11.166555,1.819700822,1.819710942,1.819718399,1.819850758,0.25961493,0.254321098,0.254490209,0.25961493,0.256966683,0.256966683
11.199888,1.821003507,1.820960896,1.82107195,1.821116159,0.261170083,0.25583444,0.255976652,0.261170083,0.258466175,0.258466175
11.233221,1.822434823,1.822391946,1.82256878,1.822616451,0.262795277,0.257476678,0.257833009,0.262795277,0.260145432,0.260145432
11.266554,1.824466016,1.824431128,1.824588521,1.824682265,0.264780663,0.259511067,0.259770192,0.264780663,0.262149993,0.262149993
11.299887,1.826729969,1.826793619,1.826822115,1.826928907,0.266819313,0.26160005,0.261908711,0.266819313,0.264212878,0.264212878
11.33322,1.829335739,1.829339734,1.829475022,1.829489137,0.268963824,0.263721391,0.264039639,0.268963824,0.266342741,0.266342741
11.366553,1.832313553,1.83233832,1.832460559,1.832505034,0.271413,0.266168703,0.266470972,0.271413,0.268767682,0.268767682
11.399886,1.835402686,1.8354429,1.835540638,1.835578988,0.273840871,0.268556893,0.269085797,0.273840871,0.27118996,0.27118996
11.433219,1.838660531,1.838693555,1.838858671,1.838893025,0.276338117,0.276019869,0.271571325,0.276338117,0.27366377,0.27366377
11.466552,1.842245412,1.842244081,1.842250206,1.842339688,0.278806867,0.27355751,0.274069104,0.278806867,0.276232389,0.276232389
11.499885,1.845843077,1.845869708,1.846002866,1.8461038,0.281389334,0.276183121,0.276390048,0.281389334,0.278733897,0.278733897
11.533218,1.849771772,1.84973795,1.849873771,1.849908126,0.284077796,0.278839091,0.278887295,0.284077796,0.281443929,0.281443929
11.566551,1.853733357,1.853735488,1.853768511,1.8539291,0.286792755,0.281603319,0.2814406,0.286792755,0.284181259,0.284181259
11.599884,1.857876437,1.857842349,1.857907596,1.857965919,0.289633016,0.284367947,0.284233724,0.289633016,0.286965062,0.286965062
11.633217,1.862060929,1.862155205,1.862252676,1.862326712,0.292550909,0.28734869,0.286978511,0.292550909,0.289862181,0.289862181
11.66655,1.866305076,1.866259802,1.866481111,1.866554347,0.295348426,0.290995756,0.290631436,0.296126336,0.293493535,0.293493535
11.699883,1.870445758,1.870565068,1.8706676,1.870683312,0.298087488,0.292958506,0.292559032,0.298087488,0.295452023,0.295452023
11.733216,1.874457012,1.87459736,1.874554217,1.874694033,0.300668357,0.295576926,0.29517825,0.300668357,0.298024104,0.298024104
11.766549,1.878420861,1.878407279,1.878516468,1.87860888,0.303077186,0.297941014,0.297650996,0.303077186,0.300388725,0.300388725
11.799882,1.882263536,1.882304548,1.882483779,1.882554087,0.305602129,0.300403106,0.300216951,0.305602129,0.302917663,0.302917663
11.833215,1.885873451,1.885978113,1.886028979,1.886148023,0.307873007,0.302648151,0.302513661,0.307873007,0.305156849,0.305156849
11.866548,1.889378836,1.88940387,1.88952025,1.889611597,0.310031099,0.304748986,0.304537531,0.310031099,0.307310148,0.307310148
11.899881,1.892667707,1.89263788,1.892749733,1.892845606,0.312055235,0.306787502,0.30681227,0.312055235,0.309328424,0.309328424
11.933214,1.895578276,1.895604375,1.895665361,1.895774018,0.313875772,0.308500181,0.308704179,0.313875772,0.311035244,0.311035244
11.966547,1.898219732,1.898167801,1.898306551,1.898407219,0.315345171,0.309887555,0.31023563,0.315345171,0.312501714,0.312501714
11.99988,1.900977968,1.900934292,1.90103709,1.901116985,0.316915104,0.31149424,0.311716614,0.316915104,0.314065522,0.314065522
12.033213,1.903344986,1.903317555,1.903498384,1.90359266,0.318442694,0.312927553,0.31336591,0.318442694,0.315547838,0.315547838
12.066546,1.90549136,1.905406672,1.90566926,1.905696424,0.3198306,0.31424169,0.314737304,0.3198306,0.316871029,0.316871029
12.099879,1.907108698,1.9071324,1.907260498,1.907337197,0.320913175,0.31527979,0.315970614,0.320913175,0.317946946,0.317946946
12.133212,1.908699671,1.908694344,1.90880673,1.908912191,0.321997082,0.316336533,0.317073696,0.321997082,0.31894217,0.31894217
12.166545,1.91013072,1.910167738,1.910276395,1.91037946,0.322963676,0.317284751,0.318265061,0.322963676,0.319926607,0.319926607
12.199878,1.911264428,1.911312099,1.911406108,1.911518493,0.323779402,0.31803523,0.319071732,0.323779402,0.320696527,0.320696527
12.233211,1.91186031,1.911948461,1.912100261,1.912239012,0.324323087,0.318548554,0.31954724,0.324323087,0.321202661,0.321202661
12.266544,1.912748341,1.912752336,1.912886559,1.912946214,0.325052393,0.319322602,0.320481077,0.325052393,0.321979904,0.321979904
12.299877,1.913501616,1.913538102,1.913645161,1.913791901,0.32586479,0.320087329,0.321527566,0.32586479,0.322703086,0.322703086
12.33321,1.91373411,1.913808679,1.913949294,1.91405076,0.326416065,0.320624755,0.321890555,0.326416065,0.323220005,0.323220005
12.366543,1.913558608,1.913654482,1.913788439,1.913877921,0.326513803,0.32073501,0.322052475,0.326513803,0.323355294,0.323355294
12.399876,1.913404411,1.913500817,1.913611339,1.913658477,0.326781451,0.320991206,0.322339298,0.326781451,0.323599772,0.323599772
12.433209,1.91316233,1.913271786,1.913370323,1.913398286,0.326956154,0.321200796,0.322789905,0.326956154,0.323742517,0.323742517
12.466542,1.912564184,1.912630763,1.912832364,1.912872311,0.327105824,0.321360586,0.322835977,0.327105824,0.323912427,0.323912427
12.499875,1.912004654,1.912063776,1.912271236,1.912378029,0.327260819,0.321472705,0.322880985,0.327260819,0.324083935,0.324083935
12.533208,1.911156304,1.911252976,1.911386933,1.911471622,0.327069738,0.321319707,0.322605214,0.327069738,0.323893385,0.323893385
12.566541,1.909809676,1.909901555,1.910058948,1.910050426,0.326498889,0.320810377,0.321701737,0.326498889,0.323359289,0.323359289
12.599874,1.908365444,1.908544941,1.908653864,1.908600335,0.325849078,0.320156038,0.321059116,0.325849078,0.322680981,0.322680981
12.633207,1.906841051,1.906956365,1.906976872,1.907055701,0.325086615,0.319452697,0.320122749,0.325086615,0.321934231,0.321934231
12.66654,1.904686021,1.904806662,1.904987757,1.905128638,0.323850908,0.318270787,0.31893205,0.323850908,0.320668431,0.320668431
12.699873,1.902888387,1.90308839,1.903215423,1.903208499,0.322867935,0.317296602,0.318073446,0.322867935,0.31966575,0.31966575
12.733206,1.900796074,1.900921509,1.90110287,1.901158797,0.321493345,0.315920147,0.316677284,0.321493345,0.318315661,0.318315661
12.766539,1.898385381,1.898526795,1.898628528,1.898703362,0.319889323,0.314366193,0.315179789,0.319889323,0.316749988,0.316749988
12.799872,1.895672951,1.895843127,1.895988536,1.89604393,0.317972113,0.312521421,0.313292406,0.317972113,0.31484929,0.31484929
12.833205,1.892700198,1.892913517,1.893120178,1.893137489,0.315874741,0.31043843,0.311309284,0.315874741,0.312752184,0.312752184
12.866538,1.889812532,1.889982442,1.890163803,1.890187505,0.313716515,0.308246116,0.309093533,0.313716515,0.310655477,0.310655477
12.899871,1.886850032,1.88704098,1.887207162,1.88717547,0.311452029,0.30611026,0.306843429,0.311452029,0.308410965,0.308410965
12.933204,1.883751577,1.883964097,1.884090864,1.884183275,0.309049991,0.303656557,0.304596387,0.309049991,0.306013455,0.306013455
12.966537,1.880582682,1.880854058,1.88093342,1.881046604,0.306626514,0.301269299,0.302080232,0.306626514,0.303582255,0.303582255
12.99987,1.877511657,1.877753472,1.877906338,1.877897816,0.304094247,0.298802813,0.29963292,0.304094247,0.30109393,0.30109393
13.033203,1.874174051,1.874284572,1.874492299,1.874512272,0.301274626,0.296015415,0.29688041,0.301274626,0.298334762,0.298334762
13.066536,1.870644164,1.870849227,1.870966406,1.871049497,0.298478972,0.293277286,0.29393775,0.298478972,0.295531386,0.295531386
13.099869,1.867305492,1.867356891,1.867611756,1.867736924,0.295750164,0.290528771,0.291255281,0.295750164,0.292830807,0.292830807
13.133202,1.864031535,1.864186531,1.864351913,1.864357772,0.293029878,0.287831122,0.288617021,0.293029878,0.290093743,0.290093743
13.166535,1.861016703,1.8611203,1.861165042,1.861291275,0.290409461,0.285189399,0.285963314,0.290409461,0.2874933,0.2874933
13.199868,1.857677898,1.857803866,1.857942883,1.857943416,0.287695167,0.282509194,0.283327849,0.287695167,0.284818953,0.284818953
13.233201,1.854976787,1.855039105,1.855153621,1.855275328,0.285486208,0.280312485,0.281144723,0.285486208,0.282633963,0.282633963
13.266534,1.852379673,1.852492591,1.852587399,1.852644391,0.28342652,0.278261319,0.278907934,0.28342652,0.28058759,0.28058759
13.299867,1.849707723,1.849783357,1.849904797,1.849987089,0.281242994,0.276178194,0.276662357,0.281242994,0.278385422,0.278385422
13.3332,1.847367737,1.847363475,1.847512346,1.84753951,0.279288367,0.274181489,0.274913059,0.279288367,0.276455296,0.276455296
13.366533,1.845005646,1.845023223,1.845183012,1.84531404,0.277397922,0.272258021,0.272936861,0.277397922,0.274565117,0.274565117
13.399866,1.843026651,1.84305781,1.843158744,1.843226654,0.275756616,0.270664652,0.27127638,0.275756616,0.273017554,0.273017554
13.433199,1.841169895,1.841185874,1.841280949,1.841284144,0.274206922,0.269114159,0.269760775,0.274206922,0.271379977,0.271379977
13.466532,1.839350157,1.839398626,1.839454819,1.839514474,0.272748575,0.267647823,0.268248099,0.272748575,0.269967436,0.269967436
13.499865,1.837836283,1.837788346,1.83794707,1.838054662,0.271444825,0.266415978,0.266849008,0.271444825,0.268678333,0.268678333
13.533198,1.836598978,1.83654971,1.836716956,1.836807504,0.270428562,0.265344854,0.265525949,0.270428562,0.267663935,0.267663935
13.566531,1.835723864,1.835719336,1.835851695,1.835935052,0.269579014,0.264510752,0.264501964,0.269579014,0.266846344,0.266846344
13.599864,1.835066196,1.835205213,1.835241166,1.83529363,0.268899242,0.263813403,0.263584105,0.268899242,0.266124495,0.266124495
13.633197,1.834154196,1.834149669,1.834279631,1.834382163,0.268014939,0.262929101,0.262456656,0.268014939,0.265228208,0.265228208
13.66653,1.833517168,1.83352063,1.833658849,1.833749396,0.267265526,0.262230287,0.261676616,0.267265526,0.264491311,0.264491311
13.699863,1.833599194,1.833576557,1.833744602,1.833845536,0.267299348,0.262276094,0.261786072,0.267299348,0.264519541,0.264519541
13.733196,1.834249804,1.834302002,1.834398941,1.834490021,0.26778431,0.262724836,0.262239076,0.26778431,0.265012758,0.265012758
13.766529,1.834840626,1.834804407,1.834989231,1.835057674,0.268252094,0.263199012,0.262768379,0.268252094,0.265465629,0.265465629
13.799862,1.835704822,1.835676859,1.835847301,1.836003096,0.268875806,0.263829649,0.263375047,0.268875806,0.266093868,0.266093868
13.833195,1.836666623,1.836681536,1.836839195,1.836887132,0.269588069,0.26443858,0.264004219,0.269588069,0.266778167,0.266778167
13.866528,1.837941078,1.837906457,1.837968243,1.838058257,0.270423103,0.265309567,0.265009695,0.270423103,0.267672324,0.267672324
13.899861,1.839445498,1.839379984,1.839511278,1.8396463,0.271622058,0.266583624,0.266433155,0.271622058,0.26885237,0.26885237
13.933194,1.841369366,1.841334478,1.841513443,1.841655389,0.273343259,0.26825529,0.267917601,0.273343259,0.270552799,0.270552799
13.966527,1.843551693,1.843539709,1.843687248,1.843792709,0.275044886,0.26998195,0.269697258,0.275044886,0.272324999,0.272324999
13.99986,1.845631622,1.845652128,1.845766644,1.845860121,0.276890723,0.271780649,0.27153191,0.276890723,0.274100795,0.274100795
14.033193,1.847896108,1.847935789,1.848016483,1.848116884,0.278712059,0.273597458,0.273476284,0.278712059,0.275964742,0.275964742
14.066526,1.850411463,1.850482836,1.850583237,1.850712933,0.280824744,0.275721595,0.275699224,0.280824744,0.27809314,0.27809314
14.099859,1.853007779,1.853025356,1.853157449,1.853275427,0.28293743,0.277834813,0.277773294,0.28293743,0.280214348,0.280214348
14.133192,1.855713151,1.855758159,1.855837255,1.855917682,0.285192994,0.280061616,0.279997167,0.285192994,0.282393213,0.282393213
14.166525,1.858383769,1.858421586,1.858535836,1.858621856,0.287129911,0.282051529,0.281917839,0.287129911,0.284390318,0.284390318
14.199858,1.861105653,1.861115773,1.861275296,1.861328293,0.289344463,0.284172604,0.284173936,0.289344463,0.286519914,0.286519914
14.233191,1.863746444,1.863704898,1.863839654,1.86393899,0.291353552,0.286206194,0.28610526,0.291353552,0.2885061,0.2885061
14.266524,1.866112662,1.866071649,1.866227977,1.866303078,0.293124287,0.288014214,0.288066945,0.293124287,0.290377237,0.290377237
14.299857,1.868496058,1.868475818,1.868631613,1.868714704,0.295002748,0.289846868,0.289882821,0.295002748,0.292221875,0.292221875
14.33319,1.871363883,1.871313816,1.871420609,1.871594779,0.29721224,0.292080328,0.292080062,0.29721224,0.294469184,0.294469184
